"","trt","value","date","offspring","vialnum","date2","date3","trt_date","egg_laying_duration","cum_female","vial","interval","fecundity","trt_date2"
"1103","35u-15","31","42562",31,"15","1",32,"35u-15_42562",0.747916666659876,12,"35u",3,10.3621169917375,"35u_32"
"1104","35u-16","45","42562",45,"16","1",32,"35u-16_42562",0.747916666659876,14,"35u",3,12.8929566256642,"35u_32"
"1105","35u-17","7","42562",7,"17","2",31,"35u-17_42562",0.747916666659876,11,"35u",3,2.5525449481113,"35u_31"
"1106","35u-18","0","42562",0,"18","2",31,"35u-18_42562",0.747916666659876,2,"35u",3,0,"35u_31"
"1107","35u-19","9","42562",9,"19","2",31,"35u-19_42562",0.747916666659876,5,"35u",3,7.22005571037196,"35u_31"
"1108","70j-11","45","42562",45,"11","0",33,"70j-11_42562",0.747916666659876,15,"70j",3,12.0334261839533,"70j_33"
"1109","70j-12","3","42562",3,"12","0",33,"70j-12_42562",0.747916666659876,6,"70j",3,2.00557103065888,"70j_33"
"1110","70j-13","158","42562",158,"13","0",33,"70j-13_42562",0.747916666659876,26,"70j",3,24.3754017572387,"70j_33"
"1111","70j-14","61","42562",61,"14","1",32,"70j-14_42562",0.747916666659876,18,"70j",3,13.5933147633546,"70j_32"
"1112","70j-15","31","42562",31,"15","1",32,"70j-15_42562",0.747916666659876,9,"70j",3,13.8161559889834,"70j_32"
"1113","70j-16","51","42562",51,"16","1",32,"70j-16_42562",0.747916666659876,16,"70j",3,12.7855153204504,"70j_32"
"1114","70j-17","40","42562",40,"17","2",31,"70j-17_42562",0.738888888889051,9,"70j",3,18.0451127819509,"70j_31"
"1115","70j-19","4","42562",4,"19","2",31,"70j-19_42562",0.738888888889051,10,"70j",3,1.62406015037558,"70j_31"
"1116","71k-11","21","42562",21,"11","0",33,"71k-11_42562",0.738888888889051,10,"71k",3,8.52631578947182,"71k_33"
"1117","71k-12","0","42562",0,"12","0",33,"71k-12_42562",0.738888888889051,3,"71k",3,0,"71k_33"
"1118","71k-13","75","42562",75,"13","0",33,"71k-13_42562",0.738888888889051,14,"71k",3,21.7508055853873,"71k_33"
"1119","71k-14","41","42562",41,"14","1",32,"71k-14_42562",0.738888888889051,13,"71k",3,12.8050896471921,"71k_32"
"1120","71k-15","15","42562",15,"15","1",32,"71k-15_42562",0.738888888889051,13,"71k",3,4.68478889531419,"71k_32"
"1121","71k-16","36","42562",36,"16","1",32,"71k-16_42562",0.738888888889051,8,"71k",3,18.2706766917253,"71k_32"
"1122","71k-17","2","42562",2,"17","2",31,"71k-17_42562",0.738888888889051,2,"71k",3,4.06015037593896,"71k_31"
"1123","71k-18","2","42562",2,"18","2",31,"71k-18_42562",0.738888888889051,3,"71k",3,2.70676691729264,"71k_31"
"1124","71k-19","14","42562",14,"19","2",31,"71k-19_42562",0.738888888889051,12,"71k",3,4.73684210526212,"71k_31"
"1125","75o-12","3","42562",3,"12","0",33,"75o-12_42562",0.738888888889051,11,"75o",3,1.10731373889244,"75o_33"
"1126","75o-13","81","42562",81,"13","0",33,"75o-13_42562",0.738888888889051,16,"75o",3,20.554511278191,"75o_33"
"1127","75o-14","132","42562",132,"14","1",32,"75o-14_42562",0.738888888889051,25,"75o",3,21.4375939849577,"75o_32"
"1128","75o-15","0","42562",0,"15","1",32,"75o-15_42562",0.738888888889051,7,"75o",3,0,"75o_32"
"1129","75o-16","21","42562",21,"16","1",32,"75o-16_42562",0.738888888889051,8,"75o",3,10.6578947368398,"75o_32"
"1130","75o-17","84","42562",84,"17","2",31,"75o-17_42562",0.738888888889051,23,"75o",3,14.8283752860379,"75o_31"
"1131","75o-18","69","42562",69,"18","2",31,"75o-18_42562",0.738888888889051,21,"75o",3,13.3404940923709,"75o_31"
"1132","75o-19","29","42562",29,"19","2",31,"75o-19_42562",0.738888888889051,14,"75o",3,8.41031149301642,"75o_31"
"1133","GDH-11","0","42562",0,"11","0",33,"GDH-11_42562",0.745833333334303,8,"GDH",3,0,"GDH_33"
"1134","GDH-12","54","42562",54,"12","0",33,"GDH-12_42562",0.745833333334303,23,"GDH",3,9.44376973523183,"GDH_33"
"1135","GDH-13","47","42562",47,"13","0",33,"GDH-13_42562",0.745833333334303,24,"GDH",3,7.87709497205679,"GDH_33"
"1136","GDH-14","5","42562",5,"14","1",32,"GDH-14_42562",0.745833333334303,20,"GDH",3,1.00558659217746,"GDH_32"
"1137","GDH-15","11","42562",11,"15","1",32,"GDH-15_42562",0.745833333334303,28,"GDH",3,1.58020750199316,"GDH_32"
"1138","GDH-16","19","42562",19,"16","1",32,"GDH-16_42562",0.745833333334303,29,"GDH",3,2.63533037949956,"GDH_32"
"1139","GDH-17","10","42562",10,"17","2",31,"GDH-17_42562",0.745833333334303,19,"GDH",3,2.11702440458413,"GDH_31"
"1140","GDH-18","1","42562",1,"18","2",31,"GDH-18_42562",0.745833333334303,9,"GDH",3,0.446927374301095,"GDH_31"
"1141","GDH-19","2","42562",2,"19","2",31,"GDH-19_42562",0.745833333334303,5,"GDH",3,1.60893854748394,"GDH_31"
"1142","GNDH-11","0","42562",0,"11","0",33,"GNDH-11_42562",0.745833333334303,9,"GNDH",3,0,"GNDH_33"
"1143","GNDH-12","0","42562",0,"12","0",33,"GNDH-12_42562",0.742361111108039,13,"GNDH",3,0,"GNDH_33"
"1144","GNDH-13","0","42562",0,"13","0",33,"GNDH-13_42562",0.742361111108039,7,"GNDH",3,0,"GNDH_33"
"1145","GNDH-14","14","42562",14,"14","1",32,"GNDH-14_42562",0.742361111108039,11,"GNDH",3,5.14329449785273,"GNDH_32"
"1146","GNDH-15","21","42562",21,"15","1",32,"GNDH-15_42562",0.742361111108039,16,"GNDH",3,5.30402245091063,"GNDH_32"
"1147","GNDH-16","18","42562",18,"16","1",32,"GNDH-16_42562",0.742361111108039,8,"GNDH",3,9.0926099158468,"GNDH_32"
"1148","GNDH-17","74","42562",74,"17","2",31,"GNDH-17_42562",0.742361111108039,20,"GNDH",3,14.9522918616147,"GNDH_31"
"1149","GNDH-18","75","42562",75,"18","2",31,"GNDH-18_42562",0.742361111108039,27,"GNDH",3,11.2254443405516,"GNDH_31"
"1150","GNDH-19","5","42562",5,"19","2",31,"GNDH-19_42562",0.742361111108039,5,"GNDH",3,4.04115996259858,"GNDH_31"
"1151","SDR-11","0","42562",0,"11","0",33,"SDR-11_42562",0.742361111108039,20,"SDR",3,0,"SDR_33"
"1152","SDR-12","0","42562",0,"12","0",33,"SDR-12_42562",0.742361111108039,19,"SDR",3,0,"SDR_33"
"1153","SDR-13","0","42562",0,"13","0",33,"SDR-13_42562",0.742361111108039,21,"SDR",3,0,"SDR_33"
"1154","SDR-14","7","42562",7,"14","1",32,"SDR-14_42562",0.742361111108039,23,"SDR",3,1.22991824948652,"SDR_32"
"1155","SDR-15","12","42562",12,"15","1",32,"SDR-15_42562",0.742361111108039,30,"SDR",3,1.61646398503943,"SDR_32"
"1156","SDR-16","5","42562",5,"16","1",32,"SDR-16_42562",0.742361111108039,12,"SDR",3,1.68381665108274,"SDR_32"
"1157","SDR-17","2","42562",2,"17","2",31,"SDR-17_42562",0.742361111108039,4,"SDR",3,2.02057998129929,"SDR_31"
"1158","SDR-18","0","42562",0,"18","2",31,"SDR-18_42562",0.742361111108039,12,"SDR",3,0,"SDR_31"
"1159","SDR-19","3","42562",3,"19","2",31,"SDR-19_42562",0.742361111115315,7,"SDR",3,1.73192569823956,"SDR_31"
"1160","PVEC-11","12","42562",12,"11","0",33,"PVEC-11_42562",0.742361111108039,14,"PVEC",3,3.46385139651307,"PVEC_33"
"1161","PVEC-12","1","42562",1,"12","0",33,"PVEC-12_42562",0.742361111108039,21,"PVEC",3,0.19243618869517,"PVEC_33"
"1162","PVEC-13","20","42562",20,"13","0",33,"PVEC-13_42562",0.742361111108039,24,"PVEC",3,3.36763330216548,"PVEC_33"
"1163","PVEC-14","6","42562",6,"14","1",32,"PVEC-14_42562",0.742361111108039,11,"PVEC",3,2.20426907050831,"PVEC_32"
"1164","PVEC-15","3","42562",3,"15","1",32,"PVEC-15_42562",0.742361111108039,14,"PVEC",3,0.865962849128266,"PVEC_32"
"1165","PVEC-16","30","42562",30,"16","1",32,"PVEC-16_42562",0.742361111108039,19,"PVEC",3,6.38077888831354,"PVEC_32"
"1166","PVEC-17","20","42562",20,"17","2",31,"PVEC-17_42562",0.742361111108039,16,"PVEC",3,5.05144995324822,"PVEC_31"
"1167","PVEC-18","0","42562",0,"18","2",31,"PVEC-18_42562",0.742361111108039,11,"PVEC",3,0,"PVEC_31"
"1168","PVEC-19","13","42562",13,"19","2",31,"PVEC-19_42562",0.742361111108039,27,"PVEC",3,1.94574368569561,"PVEC_31"
"1169","Lgno-12","0","42562",0,"12","0",33,"Lgno-12_42562",0.742361111115315,2,"Lgno",3,0,"Lgno_33"
"1170","Lgno-13","0","42562",0,"13","0",33,"Lgno-13_42562",0.742361111115315,4,"Lgno",3,0,"Lgno_33"
"1171","Lgno-14","3","42562",3,"14","1",32,"Lgno-14_42562",0.742361111115315,2,"Lgno",3,6.06173994383845,"Lgno_32"
"1172","Ax-13","14","42562",14,"13","0",33,"Ax-13_42562",0.742361111115315,8,"Ax",3,7.07202993447819,"Ax_33"
"1173","Ax-14","79","42562",79,"14","1",32,"Ax-14_42562",0.742361111115315,19,"Ax",3,16.802717739061,"Ax_32"
"1174","Ax-16","1","42562",1,"16","1",32,"Ax-16_42562",0.742361111115315,1,"Ax",3,4.04115996255897,"Ax_32"
"1175","Ax-18","63","42562",63,"18","2",31,"Ax-18_42562",0.743055555562023,23,"Ax",3,11.0589191384653,"Ax_31"
"1176","Gno-11","17","42562",17,"11","0",33,"Gno-11_42562",0.742361111115315,22,"Gno",3,3.12271451652284,"Gno_33"
"1177","Gno-12","0","42562",0,"12","0",33,"Gno-12_42562",0.742361111115315,13,"Gno",3,0,"Gno_33"
"1178","Gno-13","0","42562",0,"13","0",33,"Gno-13_42562",0.742361111115315,15,"Gno",3,0,"Gno_33"
"1179","Gno-14","0","42562",0,"14","1",32,"Gno-14_42562",0.742361111115315,3,"Gno",3,0,"Gno_32"
"1180","Gno-15","2","42562",2,"15","1",32,"Gno-15_42562",0.742361111115315,8,"Gno",3,1.01028999063974,"Gno_32"
"1181","Gno-16","10","42562",10,"16","1",32,"Gno-16_42562",0.742361111115315,13,"Gno",3,3.10858458658382,"Gno_32"
"1182","Gno-18","2","42562",2,"18","2",31,"Gno-18_42562",0.742361111115315,7,"Gno",3,1.1546171321597,"Gno_31"
"1183","Gno-19","12","42562",12,"19","2",31,"Gno-19_42562",0.742361111115315,14,"Gno",3,3.46385139647911,"Gno_31"
"1184","7636-11","42","42562",42,"11","0",33,"7636-11_42562",0.743750000001455,2,"7636",3,84.7058823527754,"7636_33"
"1185","7636-12","44","42562",44,"12","0",33,"7636-12_42562",0.743750000001455,9,"7636",3,19.7198879551435,"7636_33"
"1186","7636-14","168","42562",168,"14","1",32,"7636-14_42562",0.743750000001455,30,"7636",3,22.5882352940734,"7636_32"
"1187","7636-15","74","42562",74,"15","1",32,"7636-15_42562",0.743750000001455,21,"7636",3,14.2136854741619,"7636_32"
"1188","7636-16","102","42562",102,"16","1",32,"7636-16_42562",0.745833333334303,28,"7636",3,14.6528332003002,"7636_32"
"1189","7636-17","87","42562",87,"17","2",31,"7636-17_42562",0.745833333334303,14,"7636",3,24.9960095769827,"7636_31"
"1190","7636-19","67","42562",67,"19","2",31,"7636-19_42562",0.745833333334303,20,"7636",3,13.474860335178,"7636_31"
"1191","10862-11","87","42562",87,"11","0",33,"10862-11_42562",0.745833333334303,18,"10862",3,19.4413407820976,"10862_33"
"1192","10862-12","48","42562",48,"12","0",33,"10862-12_42562",0.745833333334303,17,"10862",3,11.3572132763572,"10862_33"
"1193","10862-13","47","42562",47,"13","0",33,"10862-13_42562",0.745833333334303,16,"10862",3,11.8156424580852,"10862_33"
"1194","10862-14","121","42562",121,"14","1",32,"10862-14_42562",0.745833333334303,24,"10862",3,20.2793296089122,"10862_32"
"1195","10862-15","2","42562",2,"15","1",32,"10862-15_42562",0.745833333334303,17,"10862",3,0.473217219848218,"10862_32"
"1196","10862-16","78","42562",78,"16","1",32,"10862-16_42562",0.745833333334303,17,"10862",3,18.4554715740805,"10862_32"
"1197","10862-17","125","42562",125,"17","2",31,"10862-17_42562",0.745833333334303,24,"10862",3,20.9497206703638,"10862_31"
"1198","10862-18","158","42562",158,"18","2",31,"10862-18_42562",0.745833333334303,30,"10862",3,21.1843575418719,"10862_31"
"1199","10862-19","41","42562",41,"19","2",31,"10862-19_42562",0.745833333334303,19,"10862",3,8.67980005879494,"10862_31"
"1200","1a-11","0","42565",0,"11","0",36,"1a-11_42565",0.745833333334303,1,"1a",4,0,"1a_36"
"1201","1a-14","1","42565",1,"14","1",35,"1a-14_42565",0.745833333334303,7,"1a",4,0.766161213087591,"1a_35"
"1202","1a-15","0","42565",0,"15","1",35,"1a-15_42565",0.745833333334303,10,"1a",4,0,"1a_35"
"1203","1a-16","9","42565",9,"16","1",35,"1a-16_42565",0.745833333334303,10,"1a",4,4.82681564245182,"1a_35"
"1204","1a-17","3","42565",3,"17","2",34,"1a-17_42565",0.745833333334303,8,"1a",4,2.01117318435493,"1a_34"
"1205","1a-18","22","42565",22,"18","2",34,"1a-18_42565",0.745833333334303,13,"1a",4,9.07606360119146,"1a_34"
"1206","1a-19","58","42565",58,"19","2",34,"1a-19_42565",0.745833333334303,11,"1a",4,28.2783138648693,"1a_34"
"1207","2b-11","0","42565",0,"11","0",36,"2b-11_42565",0.753472222218988,13,"2b",4,0,"2b_36"
"1208","2b-12","0","42565",0,"12","0",36,"2b-12_42565",0.753472222218988,9,"2b",4,0,"2b_36"
"1209","2b-13","0","42565",0,"13","0",36,"2b-13_42565",0.753472222218988,9,"2b",4,0,"2b_36"
"1210","2b-15","5","42565",5,"15","1",35,"2b-15_42565",0.753472222218988,12,"2b",4,2.21198156682977,"2b_35"
"1211","2b-17","21","42565",21,"17","2",34,"2b-17_42565",0.753472222218988,9,"2b",4,12.3870967742467,"2b_34"
"1212","2b-18","35","42565",35,"18","2",34,"2b-18_42565",0.753472222218988,17,"2b",4,10.9297912713942,"2b_34"
"1213","2b-19","11","42565",11,"19","2",34,"2b-19_42565",0.753472222218988,10,"2b",4,5.83963133643059,"2b_34"
"1214","3c-11","8","42565",8,"11","0",36,"3c-11_42565",0.760416666664241,18,"3c",4,2.33789954338645,"3c_36"
"1215","3c-12","0","42565",0,"12","0",36,"3c-12_42565",0.760416666664241,13,"3c",4,0,"3c_36"
"1216","3c-13","0","42565",0,"13","0",36,"3c-13_42565",0.760416666664241,1,"3c",4,0,"3c_36"
"1217","3c-14","0","42565",0,"14","1",35,"3c-14_42565",0.760416666664241,1,"3c",4,0,"3c_35"
"1218","3c-15","20","42565",20,"15","1",35,"3c-15_42565",0.760416666664241,16,"3c",4,6.5753424657744,"3c_35"
"1219","3c-16","0","42565",0,"16","1",35,"3c-16_42565",0.760416666664241,3,"3c",4,0,"3c_35"
"1220","3c-18","45","42565",45,"18","2",34,"3c-18_42565",0.760416666664241,19,"3c",4,12.458543619362,"3c_34"
"1221","3c-19","0","42565",0,"19","2",34,"3c-19_42565",0.760416666664241,4,"3c",4,0,"3c_34"
"1222","4d-11","2","42565",2,"11","0",36,"4d-11_42565",0.760416666664241,5,"4d",4,2.10410958904781,"4d_36"
"1223","4d-12","0","42565",0,"12","0",36,"4d-12_42565",0.760416666664241,1,"4d",4,0,"4d_36"
"1224","4d-13","1","42565",1,"13","0",36,"4d-13_42565",0.760416666664241,5,"4d",4,1.0520547945239,"4d_36"
"1225","4d-14","0","42565",0,"14","1",35,"4d-14_42565",0.760416666664241,13,"4d",4,0,"4d_35"
"1226","4d-15","0","42565",0,"15","1",35,"4d-15_42565",0.760416666664241,1,"4d",4,0,"4d_35"
"1227","4d-16","2","42565",2,"16","1",35,"4d-16_42565",0.760416666664241,10,"4d",4,1.0520547945239,"4d_35"
"1228","4d-17","5","42565",5,"17","2",34,"4d-17_42565",0.760416666664241,5,"4d",4,5.26027397261952,"4d_34"
"1229","4d-18","10","42565",10,"18","2",34,"4d-18_42565",0.760416666664241,20,"4d",4,2.63013698630976,"4d_34"
"1230","4d-19","0","42565",0,"19","2",34,"4d-19_42565",0.760416666664241,9,"4d",4,0,"4d_34"
"1231","11c-11","0","42565",0,"11","0",36,"11c-11_42565",0.772916666661331,4,"11c",4,0,"11c_36"
"1232","11c-12","1","42565",1,"12","0",36,"11c-12_42565",0.772916666661331,8,"11c",4,0.646900269546245,"11c_36"
"1233","11c-13","0","42565",0,"13","0",36,"11c-13_42565",0.772916666661331,6,"11c",4,0,"11c_36"
"1234","11c-15","3","42565",3,"15","1",35,"11c-15_42565",0.772916666661331,5,"11c",4,3.10512129382197,"11c_35"
"1235","11c-16","0","42565",0,"16","1",35,"11c-16_42565",0.772916666661331,3,"11c",4,0,"11c_35"
"1236","11c-17","0","42565",0,"17","2",34,"11c-17_42565",0.772916666661331,2,"11c",4,0,"11c_34"
"1237","11c-18","7","42565",7,"18","2",34,"11c-18_42565",0.772916666661331,13,"11c",4,2.78664731496844,"11c_34"
"1238","11c-19","0","42565",0,"19","2",34,"11c-19_42565",0.772916666661331,15,"11c",4,0,"11c_34"
"1239","13g-11","0","42565",0,"11","0",36,"13g-11_42565",0.821527777778101,17,"13g",4,0,"13g_36"
"1240","13g-12","2","42565",2,"12","0",36,"13g-12_42565",0.821527777778101,12,"13g",4,0.811496196111261,"13g_36"
"1241","13g-13","16","42565",16,"13","0",36,"13g-13_42565",0.821527777778101,12,"13g",4,6.49196956889009,"13g_36"
"1242","13g-14","11","42565",11,"14","1",35,"13g-14_42565",0.821527777778101,27,"13g",4,1.98365736827197,"13g_35"
"1243","13g-15","9","42565",9,"15","1",35,"13g-15_42565",0.821527777778101,10,"13g",4,4.38207945900081,"13g_35"
"1244","13g-16","29","42565",29,"16","1",35,"13g-16_42565",0.821527777778101,9,"13g",4,15.6889264581511,"13g_35"
"1245","13g-17","0","42565",0,"17","2",34,"13g-17_42565",0.821527777778101,18,"13g",4,0,"13g_34"
"1246","13g-18","9","42565",9,"18","2",34,"13g-18_42565",0.821527777778101,11,"13g",4,3.98370859909165,"13g_34"
"1247","13g-19","77","42565",77,"19","2",34,"13g-19_42565",0.821527777778101,28,"13g",4,13.3896872358358,"13g_34"
"1248","15h-11","74","42565",74,"11","0",36,"15h-11_42565",0.82986111111677,19,"15h",4,18.7729574982204,"15h_36"
"1249","15h-12","2","42565",2,"12","0",36,"15h-12_42565",0.82986111111677,10,"15h",4,0.9640167363951,"15h_36"
"1250","15h-13","24","42565",24,"13","0",36,"15h-13_42565",0.82986111111677,17,"15h",4,6.80482402161247,"15h_36"
"1251","15h-14","8","42565",8,"14","1",35,"15h-14_42565",0.82986111111677,15,"15h",4,2.5707112970536,"15h_35"
"1252","15h-15","0","42565",0,"15","1",35,"15h-15_42565",0.82986111111677,17,"15h",4,0,"15h_35"
"1253","15h-16","36","42565",36,"16","1",35,"15h-16_42565",0.82986111111677,21,"15h",4,8.26300059767228,"15h_35"
"1254","15h-17","83","42565",83,"17","2",34,"15h-17_42565",0.82986111111677,28,"15h",4,14.2881052001417,"15h_34"
"1255","15h-18","12","42565",12,"18","2",34,"15h-18_42565",0.82986111111677,20,"15h",4,2.8920502091853,"15h_34"
"1256","15h-19","0","42565",0,"19","2",34,"15h-19_42565",0.82986111111677,7,"15h",4,0,"15h_34"
"1257","16i-11","0","42565",0,"11","0",36,"16i-11_42565",0.84236111111386,1,"16i",4,0,"16i_36"
"1258","16i-15","0","42565",0,"15","1",35,"16i-15_42565",0.84236111111386,2,"16i",4,0,"16i_35"
"1259","16i-17","0","42565",0,"17","2",34,"16i-17_42565",0.84236111111386,3,"16i",4,0,"16i_34"
"1260","28n-11","7","42565",7,"11","0",36,"28n-11_42565",0.788194444445253,11,"28n",4,3.22947537044122,"28n_36"
"1261","28n-12","0","42565",0,"12","0",36,"28n-12_42565",0.788194444445253,10,"28n",4,0,"28n_36"
"1262","28n-13","9","42565",9,"13","0",36,"28n-13_42565",0.788194444445253,11,"28n",4,4.15218261913871,"28n_36"
"1263","28n-14","5","42565",5,"14","1",35,"28n-14_42565",0.788194444445253,4,"28n",4,6.34361233479525,"28n_35"
"1264","28n-15","7","42565",7,"15","1",35,"28n-15_42565",0.788194444445253,12,"28n",4,2.96035242290445,"28n_35"
"1265","28n-16","4","42565",4,"16","1",35,"28n-16_42565",0.788194444445253,9,"28n",4,2.2555066079272,"28n_35"
"1266","28n-17","25","42565",25,"17","2",34,"28n-17_42565",0.788194444445253,17,"28n",4,7.46307333505324,"28n_34"
"1267","28n-18","22","42565",22,"18","2",34,"28n-18_42565",0.768055555556202,6,"28n",4,19.0958408679767,"28n_34"
"1268","28n-19","10","42565",10,"19","2",34,"28n-19_42565",0.768055555556202,22,"28n",4,2.3672530001624,"28n_34"
"1269","30p-11","1","42565",1,"11","0",36,"30p-11_42565",0.789583333338669,8,"30p",4,0.633245382581473,"30p_36"
"1270","30p-12","0","42565",0,"12","0",36,"30p-12_42565",0.789583333338669,4,"30p",4,0,"30p_36"
"1271","30p-13","6","42565",6,"13","0",36,"30p-13_42565",0.789583333338669,10,"30p",4,3.03957783639107,"30p_36"
"1272","30p-14","6","42565",6,"14","1",35,"30p-14_42565",0.789583333338669,24,"30p",4,1.26649076516295,"30p_35"
"1273","30p-15","0","42565",0,"15","1",35,"30p-15_42565",0.789583333338669,1,"30p",4,0,"30p_35"
"1274","30p-16","0","42565",0,"16","1",35,"30p-16_42565",0.789583333338669,7,"30p",4,0,"30p_35"
"1275","30p-18","4","42565",4,"18","2",34,"30p-18_42565",0.789583333338669,8,"30p",4,2.53298153032589,"30p_34"
"1276","30p-19","9","42565",9,"19","2",34,"30p-19_42565",0.789583333338669,3,"30p",4,15.1978891819553,"30p_34"
"1277","35u-11","5","42565",5,"11","0",36,"35u-11_42565",0.797222222223354,20,"35u",4,1.25435540069508,"35u_36"
"1278","35u-12","7","42565",7,"12","0",36,"35u-12_42565",0.797222222223354,13,"35u",4,2.70168855534326,"35u_36"
"1279","35u-13","35","42565",35,"13","0",36,"35u-13_42565",0.797222222223354,8,"35u",4,21.951219512164,"35u_36"
"1280","35u-15","4","42565",4,"15","1",35,"35u-15_42565",0.797222222223354,12,"35u",4,1.67247386759344,"35u_35"
"1281","35u-16","16","42565",16,"16","1",35,"35u-16_42565",0.797222222223354,13,"35u",4,6.17528812649887,"35u_35"
"1282","35u-17","6","42565",6,"17","2",34,"35u-17_42565",0.797222222223354,11,"35u",4,2.73677541969836,"35u_34"
"1283","35u-19","5","42565",5,"19","2",34,"35u-19_42565",0.797222222223354,5,"35u",4,5.01742160278033,"35u_34"
"1284","70j-11","40","42565",40,"11","0",36,"70j-11_42565",0.805555555554747,15,"70j",4,13.2413793103581,"70j_36"
"1285","70j-12","0","42565",0,"12","0",36,"70j-12_42565",0.805555555554747,5,"70j",4,0,"70j_36"
"1286","70j-13","54","42565",54,"13","0",36,"70j-13_42565",0.805555555554747,26,"70j",4,10.3129973474905,"70j_36"
"1287","70j-14","25","42565",25,"14","1",35,"70j-14_42565",0.805555555554747,18,"70j",4,6.89655172414485,"70j_35"
"1288","70j-15","38","42565",38,"15","1",35,"70j-15_42565",0.805555555554747,9,"70j",4,20.9655172414003,"70j_35"
"1289","70j-16","28","42565",28,"16","1",35,"70j-16_42565",0.805555555554747,16,"70j",4,8.68965517242251,"70j_35"
"1290","70j-17","11","42565",11,"17","2",34,"70j-17_42565",0.800694444442343,9,"70j",4,6.10581092802991,"70j_34"
"1291","70j-19","1","42565",1,"19","2",34,"70j-19_42565",0.800694444442343,10,"70j",4,0.499566348656992,"70j_34"
"1292","71k-11","18","42565",18,"11","0",36,"71k-11_42565",0.804166666661331,10,"71k",4,8.95336787570707,"71k_36"
"1293","71k-12","70","42565",70,"12","0",36,"71k-12_42565",0.804166666661331,3,"71k",4,116.062176166573,"71k_36"
"1294","71k-13","27","42565",27,"13","0",36,"71k-13_42565",0.804166666661331,13,"71k",4,10.3308090873543,"71k_36"
"1295","71k-14","12","42565",12,"14","1",35,"71k-14_42565",0.804166666661331,13,"71k",4,4.59147070549081,"71k_35"
"1296","71k-15","11","42565",11,"15","1",35,"71k-15_42565",0.804166666661331,13,"71k",4,4.20884814669991,"71k_35"
"1297","71k-16","14","42565",14,"16","1",35,"71k-16_42565",0.804166666661331,8,"71k",4,8.70466321249299,"71k_35"
"1298","71k-17","0","42565",0,"17","2",34,"71k-17_42565",0.804166666661331,1,"71k",4,0,"71k_34"
"1299","71k-18","5","42565",5,"18","2",34,"71k-18_42565",0.804166666661331,3,"71k",4,8.29015544046951,"71k_34"
"1300","71k-19","34","42565",34,"19","2",34,"71k-19_42565",0.804166666661331,12,"71k",4,14.0932642487982,"71k_34"
"1301","75o-12","3","42565",3,"12","0",36,"75o-12_42565",0.8125,11,"75o",4,1.34265734265734,"75o_36"
"1302","75o-13","63","42565",63,"13","0",36,"75o-13_42565",0.8125,16,"75o",4,19.3846153846154,"75o_36"
"1303","75o-14","92","42565",92,"14","1",35,"75o-14_42565",0.8125,25,"75o",4,18.1169230769231,"75o_35"
"1304","75o-15","2","42565",2,"15","1",35,"75o-15_42565",0.8125,7,"75o",4,1.40659340659341,"75o_35"
"1305","75o-16","10","42565",10,"16","1",35,"75o-16_42565",0.8125,7,"75o",4,7.03296703296703,"75o_35"
"1306","75o-17","69","42565",69,"17","2",34,"75o-17_42565",0.8125,22,"75o",4,15.4405594405594,"75o_34"
"1307","75o-18","61","42565",61,"18","2",34,"75o-18_42565",0.8125,21,"75o",4,14.3003663003663,"75o_34"
"1308","75o-19","73","42565",73,"19","2",34,"75o-19_42565",0.8125,14,"75o",4,25.6703296703297,"75o_34"
"1309","GDH-11","0","42565",0,"11","0",36,"GDH-11_42565",0.859722222223354,4,"GDH",4,0,"GDH_36"
"1310","GDH-12","53","42565",53,"12","0",36,"GDH-12_42565",0.859722222223354,19,"GDH",4,12.9784882237734,"GDH_36"
"1311","GDH-13","17","42565",17,"13","0",36,"GDH-13_42565",0.859722222223354,22,"GDH",4,3.59524159200584,"GDH_36"
"1312","GDH-14","0","42565",0,"14","1",35,"GDH-14_42565",0.859722222223354,16,"GDH",4,0,"GDH_35"
"1313","GDH-15","10","42565",10,"15","1",35,"GDH-15_42565",0.859722222223354,25,"GDH",4,1.86106623586185,"GDH_35"
"1314","GDH-16","24","42565",24,"16","1",35,"GDH-16_42565",0.859722222223354,25,"GDH",4,4.46655896606843,"GDH_35"
"1315","GDH-18","1","42565",1,"18","2",34,"GDH-18_42565",0.859722222223354,5,"GDH",4,0.930533117930924,"GDH_34"
"1316","GDH-19","0","42565",0,"19","2",34,"GDH-19_42565",0.859722222223354,3,"GDH",4,0,"GDH_34"
"1317","GNDH-11","0","42565",0,"11","0",36,"GNDH-11_42565",0.868749999994179,3,"GNDH",4,0,"GNDH_36"
"1318","GNDH-12","0","42565",0,"12","0",36,"GNDH-12_42565",0.853472222217533,7,"GNDH",4,0,"GNDH_36"
"1319","GNDH-13","0","42565",0,"13","0",36,"GNDH-13_42565",0.853472222217533,4,"GNDH",4,0,"GNDH_36"
"1320","GNDH-14","1","42565",1,"14","1",35,"GNDH-14_42565",0.853472222217533,10,"GNDH",4,0.468673718472876,"GNDH_35"
"1321","GNDH-15","6","42565",6,"15","1",35,"GNDH-15_42565",0.853472222217533,11,"GNDH",4,2.55640210076114,"GNDH_35"
"1322","GNDH-16","5","42565",5,"16","1",35,"GNDH-16_42565",0.853472222217533,4,"GNDH",4,5.85842148091095,"GNDH_35"
"1323","GNDH-17","17","42565",17,"17","2",34,"GNDH-17_42565",0.853472222217533,19,"GNDH",4,4.19339642844152,"GNDH_34"
